InventoryID	BibtexKey
349	OatesOates1964
349	Wurm1972a
350	Hashimoto1973
351	Abraham1934
351	Abraham1959
351	Abraham1959a
351	BraunerAshiwajn1965
351	Greenberg1941
351	Hodge1947
351	HodgeUmaru1963
351	Kraft1963
351	KraftKirk-Greene1973
351	KraftKraft1973
351	Taylor1959
352	PukuiElbert1965
352	ElbertPukui1979
352	Schutz1981
353	Sapir1923
354	Kelkar1968
354	Ohala1983
354	Pinnow1953
354	Srivastava1969
354	VermeerSharma1966
355	Derbyshire1985
356	KluckhohnMacLeish1955
356	Voegelin1956
356	Whorf1946
357	DempwolffND
357	TuckerMpaayei1955
358	Banhidi_etal1965
358	Hall1938
358	Hall1944
358	Kalman1972
359	Golla1970
359	Woodward1964
360	LarsenPike1949
360	Ochoa-Peralta1984
361	Stairs_etal1981
361	Suarez1975
362	Allen1950
363	Haudricourt1971
363	Ozanne-Rivierre1976
363	Tryon1968
364	Kuala1981
364	Scott1957
365	Carnochan1948
365	Ladefoged1964
365	Ladefoged1976
365	Swift_etal1962
365	Ward1936
365	Williamson1969
366	OttOtt1967
367	Williamson1965
368	Heine1975b
369	Voorhoeve1989
370	Whiteley1958
371	Meader1967
372	Donwa1982
373	Volodin1976
374	LiccardiGrimes1968
375	Mao_etal1982
375	Purnell1965
376	CottleCottle1958
376	HeyeHeye1967
376	HidalgoHidalgo1971
377	Laycock1965
378	Craig1977
378	Day1973
379	HuttarKirton1981
379	Kirton1967
379	KirtonCharlie1978
380	Fagan1988
380	Horne1961
380	Herrfurth1964
380	Uhlenbeck1963
381	Bendor-Samuel1961
382	FlemingDennis1977
383	BeasleyPike1957
384	Bloch1950
384	Jorden1963
384	Martin1952
384	Shibatani1990
385	Hardman1966
385	Hardman1983
386	DurbinSeijas1972
387	Liu1964
388	Kleinschmidt1851
388	Rischel1974
388	Thalbitzer1904
389	Bhat1987
389	KelkarTrisal1964
389	Zakharin1974
389	ZakharinEdelman1971
390	Neisser1953
390	RobinsWaterson1952
390	Selmer1935
390	Tschenkeli1958
390	Vogt1938
390	Vogt1958
390	Vogt1971
391	Kuipers1960
392	Howard1976
392	Howard1972
392	Mongui1981
393	Dutton1969
394	Fleming1976
395	Voorhoeve1971
396	Gulya1966
396	Katz1975
396	Steinitz1950
397	Freeze1975
397	Haeseriju1966
398	Ebert1976
398	Ebert1979
399	Dulzon1968
399	Krejnovich1968
400	Emeneau1944
401	Tyler1969
402	Henry1935
402	Kindell1972
402	Wiesemann1972
403	Rabel1961
404	Li1964
405	Hangin1968
405	Luvsanvandan1964
405	Street1963
405	Svantesson1985
406	Counts1969
407	Ehrman1972
407	Huffman1970a
407	Huffman1970b
407	Jacob1968
408	Biligiri1965
408	Pinnow1959
409	Sivertsen1956
409	WatkinsMcKenzie1984
409	Harrington1928
410	HerbertPoppe1963
410	Junusaliev1966
411	Wurm1977
412	Svantesson1983
413	Miller1966
414	FranklinFranklin1962
415	Paulian1975
416	Barker1964
417	Singler1979
418	Kooyers_etal1971
419	AbdullaMcCarus1967
420	Newman1974
421	Awobuluyi1971
421	Hutchison1981
421	Lukas1937
422	Gajendragadkar1970
422	Madtha1984
422	Major1979
423	Cho1967
423	Kim1972
423	Kim1986
423	Martin1951
423	Martin1954
423	MartinLee1969
424	Shimizu1971
425	Manley1972
426	Bubrix1949
426	Lytkin1966
427	Zhukova1980
428	Montgomery1970
429	Pfeiffer1972
429	Pinnow1964
430	Jones1961
431	Blake1979
432	Snyman1970
432	Snyman1975
433	TuckerBryan1966
434	Pence1966
435	Sherzer1983
436	Keesing1985
437	Boas1911
437	Boas1947
437	Grubb1977
437	Newman1950
438	Bright1957
439	Haudricourt1967
440	Khajdakov1966
440	Murkelinskij1967
440	Zhirkov1955
441	Hofftmann1971
442	Anderson1986
442	Crazzolara1960
442	TuckerBryan1966
443	Matisoff1973
444	Ambrazas_etal1966
444	Augustitis1964
444	Senn1966
445	BoasDeloria1941
446	Sachnine1982
447	Bright1965
447	Bright1968
447	Hyde1971
447	KroeberGrace1960
447	Malecot1963
448	Gregersen1961
449	Snyder1968
450	Jamieson1976
450	Jamieson1976b
450	PikePike1947
451	TuckerBryan1966
451	TuckerMpaayei1955
452	Pike1951
452	Spotts1953
453	Gudschinsky_etal1970
454	PerrinHill1969
455	Hagege1970
456	TuckerBryan1966
457	Allan1976b
458	Pasch1986
459	Weiers1971
460	Ristinen1960
461	HunterPike1969
462	Todaeva1973
463	Austin1962
464	Laycock1978
465	BlackBlack1971
465	Schadeberg1981a
466	Birk1975
466	Tryon1974
467	CapellHinch1970
468	MacDonald1973
469	Voorhoeve1982
469	Watuseke1976
470	Hoffmann1963
470	Maddieson1987
471	McKaughan1958
471	McKaughanMacaraya1967
472	Crawford1963
472	SchoenhalsSchoenhals1965
473	Arensen1982
473	TurtonBender1976
474	StreetMollinjin1981
475	Kennedy1981
475	Wurm1972a
476	Okell1969
477	Everett1982
477	Rodrigues1980
477	Sheldon1974
478	Shimizu1983
479	JudyJudy1962
480	Price1976
481	Jiahua1960
482	Beach1938
482	LadefogedTraill1980
483	HurdHurd1966
484	SapirHoijer1967
485	Bradley1975
485	Jiang1980
486	Brockway1963
486	Law1955
486	SchumannGarcia1966
487	Gueye1986
488	Bandhu_etal1971
489	HaleHale1969
489	Manandhar1986
490	Aoki1966
490	Aoki1970
490	Aoki1970a
491	Schuh1972
492	Hyman1981
493	Boyeldieu1985
494	Castren1966
494	Tereshchenko1966b
494	Tereshchenko1979
495	Anceaux1965
496	Austerlitz1956
496	Krejnovich1937
496	Panfilov1962
496	Panfilov1968
496	ZinderMatusevich1937
497	Gurubasave-Gowda1972
497	Gurubasave-Gowda1975
498	Shipley1956
498	Shipley1964
499	Vanvik1972
500	Jacobsen1969
500	SapirMorris1939
500	SapirMorris1955
501	Bender1968
501	Thompson1976
502	Li1977
503	HughesLeeding1971
504	Stevenson1957
504	TuckerBryan1966
505	Heine1975a
506	AgnewPike1957
507	Williamson1972
507	Williamson1970
508	Bloomfield1957
509	Hale1959
509	Saxton1963
510	Efimov1986
511	Watson1964
512	Holt1986
513	Gerdel1973
514	Cauty1974
514	Cauty1974b
514	Cauty1978
515	Gedney1965
516	Obolensky_etal1963
517	Dahl1952
517	Dyen1971
518	Moshinsky1974
519	Rehg1981
519	Rehg1984
519	Rehg1984a
520	Diffloth1980
520	MaddiesonLadefoged1985
520	QiuNie1980
521	Grjunberg1987
521	Penzl1955
521	Shafeev1964
522	Ferrel1982
522	Ho1977
523	Cooke_etal1976
524	Bills_etal1969
524	Lastra1968
524	Parker1969
525	Powell1975
526	Allin1976
527	Agard1958
527	Tataru1978
527	Ruhlen1973
528	Firchow1969
529	Bluhme1970
529	Davis1974
530	Halle1959
530	JonesWard1969
531	Dzhejranishvili1967
531	Ibragimov1978
532	Dempwolff1916
532	Elderkin1982
532	Tucker_etal1977
533	Samarin1967a
533	Samarin1967b
534	Bohtlingk1964
534	Krueger1962
534	Ubrjatova1966
535	Smith1968
536	Chafe1967
537	Welmers1950
538	Katz1975a
539	Prost1956
539	Williamson1967
540	Cowan1965
541	MigliazzaGrimes1961
542	Applegate1958
543	Kuipers1974
544	Silver1964
545	CoatesSilva1960
546	Harms1984
546	Harms1985
547	Broadbent1964
547	Freeland1951
548	Benaissa1979
549	Hasselbrink1965
549	Kert1971
550	WheelerWheeler1962
551	Clayre1973
552	Andrzejewsky1955
552	Andrzejewsky1956
552	Armstrong1964
552	Cardona1981
552	Farnetani1981
553	Harris1969
553	Navarro1961
553	SaportaContreras1962
554	McElhanon1970a
554	McElhanon1970b
555	Johnstone1975
555	Leslau1938
556	Priest1968
557	Wurm1972b
558	Wilson1969
559	Todd1975
560	Li1948
561	Mazaudon1973
562	Egerod1966
563	Hanke1956
564	TuckerBryan1966
565	Anderson1962
565	Anderson1959
566	Bhat1967
567	Gerzenstein1968
568	Kelley1963
568	Kostic_etal1977
568	Krishnamurti1961
568	Lisker1963
568	Sastry1972
569	Dalby1966
569	Wilson1961
570	TuckerBryan1966
571	Morris1984
572	Beaumont1979
573	Bloomfield1917
573	SchachterOtanes1972
574	Abramson1962
574	Haas1956
574	Haas1964
574	Kruatrachue1960
574	Noss1954
574	Noss1964
575	Prasse1972
576	Klingenheben1966
576	Palmer1962
577	Osborne1974
577	Lee1983
577	Lee1984
578	Post1966
578	Schlegel1971
579	StoryNaish1973
579	Swanton1909
579	Swanton1911
580	Schadeberg1981b
581	TuckerBryan1966
582	Voorhoeve1965
583	Key1968
583	Van-Wynen1962
584	Lynch1978
585	Aschmann1946
586	Bergman_etal1969
587	Suarez1983
588	Trumai1975
589	Brown1973
590	Hoijer1946
590	Hoijer1949
590	Hoijer1972
591	Garbell1965
592	Dunn1978
592	Dunn1979
592	Hoard1978
592	Mulder1988
593	Tung1964
594	Foster1969
594	Friedrich1975
595	Newman1970
596	Haas1941
597	Lees1961
597	Swift1963
598	HoijerDozier1949
598	Trager1971
599	Sat1966
599	Seglenmej1979
599	Song1982
600	Kaufman1971
601	CoateElkin1974
602	GumperzBilibiri1957
602	Pinnow1959
603	Sjoberg1963
603	Sjoberg1962
604	Ross1980
605	Nguyen1974
605	Thompson1965
606	Dixon1966a
606	Dixon1966b
607	Sawyer1965
608	Tracy1972
609	Osborn1966
610	Phillips1976
611	Garvin1950
611	Rood1975
612	McConnel1945
612	SayersGodfrey1964
613	BroadbentPitkin1964
614	Teeter1964
615	Davis1969
616	Reesink1987
617	Stokhof1979
618	ManessySauvageot1963
618	Sauvageot1965
618	Ward1963
619	Brown1988
620	Harvey1986
621	Triulzi_etal1976
622	Chao1970
623	Donaldson1980
624	Zigmond_etal1988
625	TuckerBryan1966
626	Hyman1973
626	Welmers1962
626	Welmers1973
627	Abdalla1973
628	Payne1985
629	Crumrine1961
629	Johnson1962
630	SchauerSchauer1967
631	Robinson1976
632	Haiman1980
632	Renck1967
632	Renck1975
633	Dixon1977
634	Krejnovich1958
634	Krejnovich1968b
635	SapirSwadesh1960
636	Bamgbose1966
637	WeimerWeimer1972
638	Decsy1966
638	Hajdu1963
638	Katz1975
638	Ristinen1965
638	Ristinen1968
638	Tereshchenko1966a
639	ForemanMarten1973
640	Straight1976
641	Ballard1975
641	Crawford1973
642	Chan1980
642	Chao1951
642	Chao1947
642	Cheng1973a
643	Boyeldieu1987
644	Jones1986
645	TuckerHackett1959
646	Wonderly1951
647	Doke1926
647	Doke1961
647	RycroftNgcobe1979
648	Newman1965
648	Walker1972
649	Hartell1993
649	Chanard2006
650	Hartell1993
650	Chanard2006
651	Hartell1993
651	Hartell1993
652	Chanard2006
652	Chanard2006
653	Hartell1993
653	Chanard2006
654	Hartell1993
654	Chanard2006
655	Hartell1993
655	Chanard2006
656	Hartell1993
656	Chanard2006
657	Hartell1993
657	Chanard2006
658	Hartell1993
658	Chanard2006
659	Hartell1993
659	Chanard2006
660	Hartell1993
660	Chanard2006
661	Hartell1993
661	Chanard2006
662	Hartell1993
662	Chanard2006
663	Hartell1993
663	Chanard2006
664	Hartell1993
664	Chanard2006
665	Hartell1993
665	Hartell1993
666	Chanard2006
666	Chanard2006
667	Hartell1993
667	Chanard2006
668	Hartell1993
668	Chanard2006
669	Hartell1993
669	Chanard2006
670	Hartell1993
670	Chanard2006
671	Hartell1993
671	Chanard2006
672	Hartell1993
672	Chanard2006
673	Hartell1993
673	Chanard2006
674	Hartell1993
674	Chanard2006
675	Hartell1993
675	Chanard2006
676	Hartell1993
676	Chanard2006
677	Hartell1993
677	Chanard2006
678	Hartell1993
678	Chanard2006
679	Hartell1993
679	Chanard2006
680	Hartell1993
680	Chanard2006
681	Hartell1993
681	Chanard2006
682	Hartell1993
682	Chanard2006
683	Hartell1993
683	Chanard2006
684	Hartell1993
684	Chanard2006
685	Hartell1993
685	Chanard2006
686	Hartell1993
686	Chanard2006
687	Hartell1993
687	Chanard2006
688	Hartell1993
688	Chanard2006
689	Hartell1993
689	Chanard2006
690	Hartell1993
690	Chanard2006
691	Hartell1993
691	Chanard2006
692	Hartell1993
692	Chanard2006
693	Hartell1993
693	Chanard2006
694	Hartell1993
694	Chanard2006
695	Hartell1993
695	Chanard2006
696	Hartell1993
696	Chanard2006
697	Hartell1993
697	Chanard2006
698	Hartell1993
698	Chanard2006
699	Hartell1993
699	Chanard2006
700	Hartell1993
700	Chanard2006
701	Hartell1993
701	Chanard2006
702	Hartell1993
702	Chanard2006
703	Hartell1993
703	Chanard2006
704	Hartell1993
704	Chanard2006
705	Hartell1993
705	Hartell1993
706	Hartell1993
706	Chanard2006
707	Hartell1993
707	Chanard2006
708	Hartell1993
708	Chanard2006
709	Hartell1993
709	Chanard2006
710	Hartell1993
710	Chanard2006
711	Hartell1993
711	Chanard2006
712	Hartell1993
712	Chanard2006
713	Hartell1993
713	Chanard2006
714	Hartell1993
714	Chanard2006
715	Hartell1993
715	Chanard2006
716	Hartell1993
716	Chanard2006
717	Hartell1993
717	Chanard2006
718	Hartell1993
718	Chanard2006
719	Hartell1993
719	Chanard2006
720	Hartell1993
720	Chanard2006
721	Hartell1993
721	Hartell1993
722	Chanard2006
722	Chanard2006
723	Hartell1993
723	Chanard2006
724	Hartell1993
724	Chanard2006
725	Hartell1993
725	Chanard2006
726	Hartell1993
726	Chanard2006
727	Hartell1993
727	Chanard2006
728	Hartell1993
728	Chanard2006
729	Hartell1993
729	Hartell1993
730	Chanard2006
730	Chanard2006
731	Hartell1993
731	Chanard2006
732	Hartell1993
732	Chanard2006
733	Hartell1993
733	Chanard2006
734	Hartell1993
734	Chanard2006
735	Hartell1993
735	Chanard2006
736	Chanard2006
736	Chanard2006
737	Hartell1993
737	Chanard2006
738	Hartell1993
738	Chanard2006
739	Hartell1993
739	Chanard2006
740	Hartell1993
740	Chanard2006
741	Hartell1993
741	Chanard2006
742	Hartell1993
742	Chanard2006
743	Hartell1993
743	Chanard2006
744	Hartell1993
744	Chanard2006
745	Hartell1993
745	Hartell1993
746	Chanard2006
746	Chanard2006
747	Hartell1993
747	Chanard2006
748	Hartell1993
748	Chanard2006
749	Hartell1993
749	Chanard2006
750	Hartell1993
750	Chanard2006
751	Hartell1993
751	Chanard2006
752	Hartell1993
752	Chanard2006
753	Hartell1993
753	Chanard2006
754	Hartell1993
754	Chanard2006
755	Hartell1993
755	Chanard2006
756	Hartell1993
756	Chanard2006
757	Hartell1993
757	Chanard2006
758	Hartell1993
758	Chanard2006
759	Hartell1993
759	Chanard2006
760	Hartell1993
760	Chanard2006
761	Hartell1993
761	Chanard2006
762	Hartell1993
762	Chanard2006
763	Hartell1993
763	Chanard2006
764	Hartell1993
764	Chanard2006
765	Hartell1993
765	Chanard2006
766	Hartell1993
766	Chanard2006
767	Hartell1993
767	Chanard2006
768	Hartell1993
768	Chanard2006
769	Hartell1993
769	Chanard2006
770	Hartell1993
770	Chanard2006
771	Hartell1993
771	Chanard2006
772	Hartell1993
772	Chanard2006
773	Hartell1993
773	Chanard2006
774	Hartell1993
774	Chanard2006
775	Hartell1993
775	Chanard2006
776	Hartell1993
776	Chanard2006
777	Hartell1993
777	Chanard2006
778	Hartell1993
778	Chanard2006
779	Hartell1993
779	Chanard2006
780	Hartell1993
780	Chanard2006
781	Hartell1993
781	Chanard2006
782	Hartell1993
782	Chanard2006
783	Hartell1993
783	Chanard2006
784	Hartell1993
784	Chanard2006
785	Hartell1993
785	Chanard2006
786	Hartell1993
786	Chanard2006
787	Hartell1993
787	Chanard2006
788	Hartell1993
788	Chanard2006
789	Hartell1993
789	Chanard2006
790	Hartell1993
790	Chanard2006
791	Hartell1993
791	Chanard2006
792	Hartell1993
792	Chanard2006
793	Hartell1993
793	Chanard2006
794	Hartell1993
794	Chanard2006
795	Hartell1993
795	Chanard2006
796	Hartell1993
796	Chanard2006
797	Hartell1993
797	Chanard2006
798	Hartell1993
798	Chanard2006
799	Hartell1993
799	Chanard2006
800	Hartell1993
800	Chanard2006
801	Hartell1993
801	Chanard2006
802	Hartell1993
802	Chanard2006
803	Hartell1993
803	Chanard2006
804	Hartell1993
804	Chanard2006
805	Hartell1993
805	Chanard2006
806	Hartell1993
806	Chanard2006
807	Hartell1993
807	Chanard2006
808	Hartell1993
808	Chanard2006
809	Hartell1993
809	Chanard2006
810	Hartell1993
810	Chanard2006
811	Hartell1993
